/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_38_705.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_38_705.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_38_705.jpg,0,0,0,3.014186E-07
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_38_776.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_38_776.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_38_776.jpg,0,0,0,1.042922E-06
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_38_844.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_38_844.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_38_844.jpg,0,0,0,1.833741E-06
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_38_912.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_38_912.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_38_912.jpg,0,0,0,2.894516E-06
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_38_980.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_38_980.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_38_980.jpg,0,0,0,3.824446E-06
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_39_056.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_39_056.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_39_056.jpg,0,0.1783226,0,0.1130246
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_39_123.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_39_123.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_39_123.jpg,0,0.3448133,0,0.2847971
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_39_194.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_39_194.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_39_194.jpg,0,0.5906818,0,0.6899036
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_39_262.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_39_262.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_39_262.jpg,0,0.7756798,0,1.140181
/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/center_2017_04_16_06_03_39_333.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/left_2017_04_16_06_03_39_333.jpg,/home/namrata/self-driving-nano/Project3/CarND-Behavioral-Cloning-P3/IMG/right_2017_04_16_06_03_39_333.jpg,0,1,0,1.937685
